title,company,location,skills,salary
executive,Future Professionals,Hyderabad,"communication, teamwork, problem solving",7.59
senior manager growth enablement manager,Genpact,Gurgaon,"power bi, excel, aws",10.35
proposal engineer,Right Soft Options,Kochi,excel,10.36
associate copywriter,Tech Exactly,Bengaluru,excel,6.86
strategy analyst manager manufacturing supply chain mumbai,Aditya Birla Group,Maharashtra,"leadership, communication, project management",6.4
full stack web developer,SoCtronics,Hyderabad,"python, sql, aws, azure",9.28
complaint investigator,Philips,Pune,"communication, teamwork, problem solving",9.97
order handling executive,Alfa Laval,Pune,"communication, teamwork, problem solving",8.75
flutter developer,Hathiram Enterprise Private Limited,Rajajinagar West,"java, python, algorithms, data structures",11.95
qa manager,Finastra,Pune,excel,5.1
content writer,Wager International Pvt Ltd.,Trichur,"communication, teamwork, problem solving",8.43
process manager fp a india,Silicon Valley Bank,Bengaluru,"tableau, excel",10.26
business development csr executive,Outline India,Gurgaon,excel,6.78
bpo kpo operations background business data analyst banking domain,Larsen & Toubro Infotech Limited,Hinjewadi,excel,10.7
accounts manager,VNC (Vadera & Co.),Vadodara,aws,11.73
trade services rep 1,Wells Fargo,Chennai,"excel, aws",11.41
java developer,Teqfocus,Pune,"sql, excel",10.42
microsoft fed angular application lead,Accenture,Pune,excel,10.61
freelance social media manager,AmpleproTechnologies,Chennai,excel,9.29
application architect data platforms,IBM,Bengaluru,"python, sql, excel, aws, azure, spark, hadoop",11.94
mulesoft developer,Tech Mahindra,Bengaluru,"excel, azure",5.59
test lead,ItJobCell,Thiruvananthapuram,"communication, teamwork, problem solving",11.81
in eba3 autosarvirtualplatform tm 5nos 2021,Bosch Group,Bengaluru,python,6.76
hands on training on pv database pharmacovigilance online,moksha biosciences,Hyderabad,"communication, teamwork, problem solving",6.8
technical support engr,Itron,Bengaluru,"sql, azure",10.1
senior site reliability engineer,Thomson Reuters,Bengaluru,"python, sql, aws, azure",10.57
software engineer ios,PayU,Gurgaon,"java, python, algorithms, data structures",7.16
team leader fund accounting,Ad cogency,Mumbai,"communication, teamwork, problem solving",6.79
rbb pb wd,HDFC Bank,Perambalur,"communication, teamwork, problem solving",6.06
digital marketing manager,Atul paper private limited,Lawrence Road,"digital marketing, seo, social media marketing",11.94
sr software engineer ui with js framework,opentext,Hyderabad,"java, python, algorithms, data structures",8.19
bogie prem,ALSTOM,Bengaluru,excel,10.79
l1 cvp developer,Servion Global Solutions,Mumbai,"java, python, algorithms, data structures",6.87
financial analyst india,DNA Growth,Punjab,"communication, teamwork, problem solving",10.3
assistant manager ecommerce,V Magics Business Solutions,Kochi,"leadership, communication, project management",6.14
front desk receptionist,PARAS PUBLIC SCHOOL,Gautam Budh Nagar,"communication, teamwork, problem solving",11.76
senior software engineer,Bank of America,Chennai,excel,10.57
site reliability engineer,"JPMorgan Chase Bank, N.A.",Bengaluru,"communication, teamwork, problem solving",7.75
software engineer wfo product based it co budigere cross bangalore,VHIRE4U,Bengaluru,sql,11.06
project manager sap adm,IBM,Pune,excel,9.57
net developer 2 positions contract to hire,TeamPlus Staffing Solution Pvt Ltd,Remote,"python, sql",9.55
secretary to director,RR Global,India,"communication, teamwork, problem solving",11.73
campaign operations specialist,FIS Global,Pune,excel,9.67
senior business analyst retail core banking,Oracle,Mumbai,"communication, teamwork, problem solving",11.33
remote technical support representative service desk delivery,IBM,Gurgaon,"communication, teamwork, problem solving",8.95
spring boot application developer,Accenture,Mumbai,sql,9.56
data engineer sql gcp bigquery python,[24]7.ai,Bengaluru,"python, sql, excel",9.83
senior php developer,CAFSInfotech,Chennai,"java, python, algorithms, data structures",5.18
calling executive,Wing Global IT Services,Zirakpur,excel,6.26
deputy manager assistant lead oit mac os support engineer pune,Vodafone,Pune,"leadership, communication, project management",10.41
content development kids app internship,Litifer,Gurgaon,"communication, teamwork, problem solving",7.84
graphics software engineer,Qualcomm India Private Limited,Bengaluru,"java, python, algorithms, data structures",6.33
content writer,LPFLEX SIGN SYSTEMS INDIA PRIVATE LIMITED,Chennai,"communication, teamwork, problem solving",11.91
business analyst platform,"JPMorgan Chase Bank, N.A.",Bengaluru,excel,11.53
account executive,Rabab Studios,Mohali,"communication, teamwork, problem solving",11.74
alliance manager,Nucleus Software,Noida,excel,9.17
telecallers wanted for avadi branch,CADD SCHOOL PVT LTD,Chennai,"communication, teamwork, problem solving",8.09
management trainee,MKCL,Maharashtra,excel,8.29
area business manager,Datar Cancer Genetics Limited,Ahmedabad,"leadership, communication, project management",6.03
bcg coreassurance staff 1,EY Global Services Limited prod,Bengaluru,"communication, teamwork, problem solving",6.47
system testing engineer lte enodeb,Mavenir,Bengaluru,"communication, teamwork, problem solving",7.07
experience specialist ii,Verizon,Chennai,"communication, teamwork, problem solving",8.17
project manager sap,NTT Ltd,Hyderabad,"leadership, communication, project management",10.29
senior engineer technical authoring,Schindler,Chakan,excel,8.23
executive inside sales data recovery consultant,Stellar Information Technology Pvt. Ltd,Hyderabad,"sales, negotiation, customer relationship",11.35
laravel developer,TIGI HR Solution Pvt. Ltd.,Remote,"sql, excel, aws",8.3
hr executive,optigma management solution,Gurgaon,"recruitment, communication, hr management",9.38
assistant manager hr,Thalappakatti Hotels Pvt Ltd.,Coimbatore,"recruitment, communication, hr management",8.96
associate ii production support,UST Global,Thiruvananthapuram,"communication, teamwork, problem solving",7.32
online bidder fresher,Nexus Techies,Mohali,"communication, teamwork, problem solving",5.33
production management customer experience sr business analyst,Citi,Chennai,"communication, teamwork, problem solving",6.46
full stack developer,Professional Manpower Services,Noida,"java, python, algorithms, data structures",8.47
data science predictive modelling ai ml,Randstad,Bengaluru,"python, sql, machine learning, deep learning, tensorflow, tableau, power bi, excel, statistics, aws, spark",9.17
mgr software development,IQVIA,Bengaluru,"communication, teamwork, problem solving",5.11
operational support systems developer,IBM,Bengaluru,python,7.04
principal engineer,Harman International,Bengaluru,"communication, teamwork, problem solving",7.64
node js developer,WOIR Software India Pvt. Ltd.,Hyderabad,"sql, excel, azure",5.71
marketing officer,Corporate Steps,Indore,"digital marketing, seo, social media marketing",8.99
executive customer service,"CADD Centre  Andheri, Borivali & Mira Road",Mumbai,"communication, teamwork, problem solving",7.02
premier acquisition manager rl sales sales,Kotak Mahindra,Jaipur,excel,6.8
sales representative,Ritesh Mahajan,Mumbai,"sales, negotiation, customer relationship",7.75
creative ui ux designer,Chimera Technologies,Bengaluru,excel,8.9
looking for back end developers and full stack developer,MASHIVA TECHNOLOGIES PRIVATE LIMITED,New Delhi,"java, python, algorithms, data structures",8.87
collection manager,WHITE FORCE OUTSOURCING SERVICES PRIVATE LIMITED,Pune,"leadership, communication, project management",8.57
senior software engineer datawarehouse teradata,Gap Inc.,Hyderabad,"azure, spark",10.9
expense audit manager,Huron Consulting Group Inc.,Bengaluru,excel,10.48
human resources hr internship,N2R TECHNOLOGIES,Noida,"recruitment, communication, hr management",5.09
customer support manager,Brand Valley,Bengaluru,"leadership, communication, project management",8.05
business development executive,Brand Provoke Consultants,Delhi,excel,5.12
oracle apps technical consultant,bTranz,Hyderabad,"sql, excel",5.07
trainee ecommerce coordinator,Idiosys Tech Private Limited,Salt Lake City,excel,11.73
project manager,ItJobCell,Kochi,excel,5.77
project manager construction,Grotech Landscape Developers Pvt. Ltd,Bhilwara,"leadership, communication, project management",6.2
business development executive,HerMoneyTalks,Bengaluru,"communication, teamwork, problem solving",5.48
senior application engineer architect,Pivotree,Noida,"aws, azure",8.36
urgent requirement for iti fresher,Shree Vibgyor Offset Press,Raipur,"communication, teamwork, problem solving",9.37
igcse teacher global perspective,Delhi Public School Nacharam,Hyderabad,excel,11.69
hr recruiter talent acquisition specialist remote working wfh,Kloud Connect Tech Pvt Ltd,Bengaluru,excel,6.06
abap developer sap master data integration,SAP,Bengaluru,excel,8.95
developer iii software engineering,UST Global,Thiruvananthapuram,sql,5.5
accounts assistant,Chemmanur Gold Palace International Limited,Trichur,"communication, teamwork, problem solving",6.76
human resources hr internship,Hypex Technology Private Limited,Muzaffarpur,"recruitment, communication, hr management",7.78
applications support,"JPMorgan Chase Bank, N.A.",Mumbai,"sql, excel",7.65
opening for accounts manager,CHAKRADHAR CHEMICALS PVT LTD,Bengaluru,"leadership, communication, project management",11.44
angular developer,Aliqan Technologies,Bengaluru,"java, python, algorithms, data structures",10.0
sales receptionist,B.U.Bhandari Motors Pvt. Ltd,Pune,"sales, negotiation, customer relationship",5.1
sap basis 2 to 4 years pune,Capgemini,Pune,"communication, teamwork, problem solving",8.45
business development sales executive,Brand Provoke,Noida,excel,8.9
business development manager,The Terminus Pvt. Ltd,Delhi,excel,6.45
java developer,CartUp AI,Remote,"python, sql",11.22
scrum master 2,Wells Fargo,Bengaluru,aws,8.24
interior designer,Karma Interior Design,Ahmedabad,"communication, teamwork, problem solving",5.48
sales manager,Shree Traders,Chennai,"sales, negotiation, customer relationship",6.35
data entry operator,Jotun India Pvt Ltd,Wadgaon Budruk,"communication, teamwork, problem solving",10.1
digital marketing manager,Panshul Technologies,Mumbai,"digital marketing, seo, social media marketing",6.32
sales manager,Elpro Energy Dimensions Pvt.Ltd.,Bengaluru,"sales, negotiation, customer relationship",11.19
senior software engineer net,MMC Corporate,Gurgaon,"java, python, algorithms, data structures",11.16
system administrator,Masuu Global Pvt Ltd,Hyderabad,excel,5.02
azure technical analyst,Toyo Engineering India,Kanjurmarg,"sql, excel, azure",8.86
front end developer,SSAM Softwares,Indore,"java, python, algorithms, data structures",11.41
process developer accounts payable,Genpact,Noida,"excel, aws",6.78
senior engineer net,Saviynt,Bengaluru,excel,11.16
online business expert,SURGINATAL,Jaipur,"communication, teamwork, problem solving",10.37
product manager senior manager,Paytm,Bengaluru,excel,8.46
systems engineer,HireRight India,Bengaluru,"excel, aws, azure",6.45
acquisition manager rl sales sales,Kotak Mahindra,Navi Mumbai,"sales, negotiation, customer relationship",10.63
assistant manager otc,Genpact,Bengaluru,"excel, aws",5.34
php developer laravel codeignator,iTool Solutions,Surat,sql,10.94
ciel sel 19947 automation tester,CIEL HR Services,Hyderabad,"python, sql, azure",10.88
sat tse assistant manager it dd,EY,Bengaluru,"python, excel, aws, azure",11.34
senior ppm agile,EY,Bengaluru,"tableau, power bi, excel, azure",6.78
sap abap development application developer,Accenture,Bengaluru,"java, python, algorithms, data structures",6.05
it business unit lead analyst mumbai vp c13 r1950802,Citi,Mumbai,aws,7.47
engineer i sw,Harman International,Bengaluru,"communication, teamwork, problem solving",9.58
lead qa engineer postman selenium jmeter aws azure,Thomson Reuters,Hyderabad,"sql, tableau, excel, aws, azure",8.67
portfolio resolutions manager ard retail ard retail portfolio,Kotak Mahindra,Gwalior,"leadership, communication, project management",6.1
international publisher growth specialist,Jubna,Noida,excel,11.51
front end developer angular azure,247 Global Recruit,Hyderabad,"sql, aws, azure",10.12
corporate coordinator,infinity jobs,Delhi,excel,10.55
accounts executive,IDEABOX INFOTECH SOLUTIONS PVT LTD,Coimbatore,"communication, teamwork, problem solving",5.65
graphic design internship,NIT INFOTECH PRIVATE LIMITED,Meerut,"communication, teamwork, problem solving",6.88
practitioner finance and administration delivery,IBM,Gurgaon,excel,7.52
lead software engineer angularjs,Benefitalign,Bengaluru,"excel, statistics",10.54
influencer marketing part time job internship at pune,WillStar Media,Pune,"digital marketing, seo, social media marketing",5.56
application developer mainframe modernization,IBM,Bengaluru,"python, excel, spark",11.21
sales executive,New Pawan Sweets,Nagpur,"sales, negotiation, customer relationship",8.1
wanted pg physics teacher with neet experience location kanchipuram,Alpha academy,Kanchipuram,"communication, teamwork, problem solving",6.29
product designer,UiPath,Bengaluru,excel,10.96
director associate director advanced analytics,"Optimal Strategix Group, Inc.",Bengaluru,"python, sql, machine learning, tableau, excel, statistics, data visualization",6.19
itil release deployment management analyst,FIS Global,Chennai,sql,9.77
senior executive sales,CoreEl Technologies,Delhi,"sales, negotiation, customer relationship",8.17
specialist i software engineering,UST Global,Thiruvananthapuram,"java, python, algorithms, data structures",8.79
senior content writer,Logiccircle Pvt Ltd,Noida,"communication, teamwork, problem solving",9.95
sr cta,IQVIA,Thane,excel,8.67
software testing internship,13DesignStreet,Ludhiana,"communication, teamwork, problem solving",8.68
senior software engineer,HSBC,Pune,excel,10.93
information developer,IBM,Kochi,excel,5.04
dispatch executive,Whizamet Services Pvt. Ltd.,Mohali,excel,8.74
category heads 2,MSR India,India,"communication, teamwork, problem solving",6.3
sales executive,Kundan Masale,Kalyan,"sales, negotiation, customer relationship",7.32
associate engineering manager,CAVISTA,Pune,excel,9.02
sitecore application developer,Accenture,Chennai,sql,9.31
sfdc vlocity analyst consultant,Deloitte,Bengaluru,"communication, teamwork, problem solving",6.64
business development manager,Adbaazar (Buybulls India Pvt Ltd),Noida,"leadership, communication, project management",5.82
associate lead architect technology architecture,HSBC,Hyderabad,"python, aws",10.62
logistics transportation coordinator,Ealamiun Resource (India) Pvt Ltd.,Chennai,"excel, aws",7.97
core php developer,Decagon Software Private Limited,Thane,sql,11.3
specialist product management cards unsecured loans,DBS Bank,Maharashtra,"communication, teamwork, problem solving",5.13
senior data scientist,Analytics Saves at Work,Bengaluru,"python, sql, machine learning, deep learning, tensorflow, pytorch, excel, nlp, statistics, spark",9.8
social media marketing internship,Bean Bag Bros,Pune,"digital marketing, seo, social media marketing",9.43
business development executive,Assystant Technologies,Bengaluru,excel,8.75
support analyst,BNP Paribas,Mumbai,"python, sql, excel",10.97
education counselor,ISM FOCAL POINT,Raipur,excel,6.57
data steward,Clarivate Analytics,Hyderabad,"communication, teamwork, problem solving",9.78
sat td senior manager wem cesa,EY Global Services Limited prod,Bengaluru,excel,8.1
senior engineer vehicle integration,Mahindra & Mahindra Ltd.,India,"communication, teamwork, problem solving",9.67
mobile app development internship,IMax Technologies Private Limited,Delhi,excel,11.78
corporate sales executive,The Child Prodigy,Chandigarh,"sales, negotiation, customer relationship",6.76
senior consultant hr,Virtusa,Chennai,"recruitment, communication, hr management",11.46
customer service assistant,Harsh machineries,Nagpur,excel,5.28
business development sales internship,EcoEarth Electric Private Limited,Faridabad,"sales, negotiation, customer relationship",11.28
drawing teacher,Learnart Technologies Private Limited,Bhilai,"communication, teamwork, problem solving",6.09
office boy girl peon,GreenVision Life Science Pvt. Ltd,Pune,"communication, teamwork, problem solving",5.65
quality analyst,Habile Outsource Business Services Solutions,Gurgaon,"communication, teamwork, problem solving",7.99
graphic designer,The Bread Bar,Mumbai,excel,9.25
cib securities services operations fund servicing associate i associate,"JPMorgan Chase Bank, N.A.",Hyderabad,excel,8.32
business development manager,Lexcare Global Consultants Pvt. Ltd.,Mumbai,"leadership, communication, project management",10.06
lead product validation engineer,Cadence Design Systems,Noida,python,5.2
agm hr admin,Fortune HR Solutions,Mumbai,"recruitment, communication, hr management",11.35
analyst i rtr,Invesco,Administrative Building,excel,11.87
sr inventory coordinator,Thermo Fisher Scientific,Nashik,"communication, teamwork, problem solving",9.91
medical officer,Hridhya Se - Turning Point Healthcare Pvt. Ltd,Ahmedabad,"communication, teamwork, problem solving",9.52
system administrator solaris,Softenger,Mumbai,"communication, teamwork, problem solving",10.07
network operation engineer,Harman International,Bengaluru,aws,7.71
freelancer business development executive corporate training industry,TechoBees Solutions LLP,Bengaluru,"communication, teamwork, problem solving",5.74
quality manager,Lionbridge Technologies,Mumbai,excel,8.07
personal assistant,Magicbox Animation Private Limited,Chennai,excel,7.75
sales manager corporate salary hyderabad,HIRING STREET,Hyderabad,"sales, negotiation, customer relationship",10.99
software developer immediate joiners,Aabasoft,Kochi,sql,8.24
branch sales manager,Tekpillar,Maldah,"sales, negotiation, customer relationship",6.14
corp global supplier services generic global jpmc,"JPMorgan Chase Bank, N.A.",Bengaluru,excel,10.96
agriculture specialist,XLJ Ventures Pvt Ltd,Kadavanthara,excel,9.54
episerver developer,Infosys Limited,Chandigarh,"java, python, algorithms, data structures",10.21
application developer microsoft business applications,IBM,Bengaluru,excel,7.13
hospital pharmacist,GARBHAGUDI IVF CENTRE,Bengaluru,"communication, teamwork, problem solving",5.22
finance executive,90 ML Coffee Shop,Chennai,excel,10.14
social media intern,Evigway Technologies,Gurgaon,"communication, teamwork, problem solving",10.09
sr engineer cloud stack,Intel,Bengaluru,excel,9.31
academic coordinator seniour wing for a school in ghaziabad,Placement Hub,Ghaziabad,"communication, teamwork, problem solving",8.56
hiring for technical recruiter immediate joiner,Destek Infosolutions Pvt Ltd,Pune,excel,6.69
client support engineer 2,Epsilon India,Bengaluru,sql,11.16
associate partner,IBM,Bengaluru,excel,8.32
awm tech audit,"JPMorgan Chase Bank, N.A.",Bengaluru,excel,11.49
software engineering,"JPMorgan Chase Bank, N.A.",Mumbai,"java, python, algorithms, data structures",6.01
procurement professional,Trimble,Chennai,excel,7.27
marketing executive,AADI POLYMERS PRIVATE LIMITED,Greater Noida,"digital marketing, seo, social media marketing",5.19
project manager iot industry 4 0,IBM,Pune,"python, excel, aws, azure",7.89
flipkart verification and kyc process bpo inbound process,Dhara Infrabuild Private Limited,Noida,"communication, teamwork, problem solving",5.95
business development sales internship,Yellow Verandah,Hyderabad,excel,11.05
area executive channel sales,Mercy Appliances,Varanasi,"sales, negotiation, customer relationship",10.91
digital marketing internship,Lemon Ideas Innovations,Udaipur,"digital marketing, seo, social media marketing",11.63
principal consultant senior business analyst,Oracle,India,"sql, excel",9.32
human resources manager,Wizbytes Technology,Delhi,"recruitment, communication, hr management",7.54
process executive voice,Cognizant Technology Solutions,Hyderabad,"communication, teamwork, problem solving",10.52
android developer,AmazeLife IT Services PVT LTD,Pune,"java, python, algorithms, data structures",5.43
assistant manager admin and logistics,Fusion Power Systems,Gurgaon,"leadership, communication, project management",11.35
operations internship,Digitron Softwares And Technology,Nagpur,"communication, teamwork, problem solving",7.53
program manager 1,"Advanced Micro Devices, Inc.",Hyderabad,"leadership, communication, project management",6.41
business development executive,Bigbang HR Advisors,Mumbai,excel,10.4
recruiting coordinator contract,Nutanix,Bengaluru,excel,5.94
it support analyst,Arup,Hyderabad,"aws, azure",7.98
data science internship,Prwatech,Pune,"machine learning, spark, hadoop",5.93
operations executive,LT Technology Services,Bengaluru,"communication, teamwork, problem solving",6.59
software developer,Advanced And Best Technologies,Jammu,sql,7.82
informatica cloud engineer power center,Sage IT India,Pune,sql,5.29
software engineer server support,CGI Inc,Hyderabad,excel,6.48
angular developer,Golden Fox,Indore City,"java, python, algorithms, data structures",11.93
billing specialist,Kroll,Mumbai,excel,11.98
bmca senior associate graphic design,EY Global Services Limited prod,Bengaluru,excel,7.43
php developer,Itvedant,Thane,"java, python, algorithms, data structures",10.01
cn strategy tc ta technology return of investment roi 07,Accenture,Pune,"power bi, excel",5.61
data analyst p2,Blue Ocean Ventures,Bengaluru,sql,7.34
need php web designer trainer,9i Technologies,Chandigarh,"communication, teamwork, problem solving",10.42
hiring for sales officer projects sales ghaziabad noida,berger paints,Noida,"sales, negotiation, customer relationship",6.32
marketing manager,purifowatersolutions,Cannanore,"digital marketing, seo, social media marketing",10.18
sat td associate manager uki idh,EY Global Services Limited prod,Noida,excel,6.93
php web developer,Hexwhale Interactive LLP,Calicut,"sql, excel",9.84
delivery boy girl,HR PLACEMENT,Patiala,"communication, teamwork, problem solving",11.21
salesforce consultant 6 to 9 years mumbai,Capgemini,Bengaluru,"sales, negotiation, customer relationship",9.82
3d animator,D'sire World Multimedia Limited,Mumbai,excel,5.27
devscops architect,Multicareers,Remote,"python, excel, aws, azure",9.18
diploma in electrical engineering,"Prosoft Placements, Dhule, Maharashtra",Dhule,"communication, teamwork, problem solving",6.9
cpu hw design engineer,Qualcomm India Private Limited,Bengaluru,"communication, teamwork, problem solving",10.11
content writer,SoCreative,Panchkula,"communication, teamwork, problem solving",8.86
safety officer,INZI CONTROLS INDIA LIMITED,Sriperumbudur,"communication, teamwork, problem solving",11.32
opening for python developer,Ansh Hr Solutions,Nashik,python,9.77
technical architect,Interlace India Pvt Ltd,Chennai,"sql, excel",10.6
technical supervisor,PVR Ltd.,Indore,"communication, teamwork, problem solving",10.44
telesales agent,Dreams bell hr Solution,Mumbai,excel,7.04
telecom support analyst,PERINT SYSTEMS,Bengaluru,excel,5.97
senior android application developer,SAKSHAM INNOVATIONS PRIVATE LIMITED,Hyderabad,"java, python, algorithms, data structures",5.62
administration internship,CollegeKhabri,Bhopal,"communication, teamwork, problem solving",11.28
sewing machine mechanic,CENTURY APPARELS PVT LTD,Tiruppur,"communication, teamwork, problem solving",5.24
site engineer,IIMT GROUP OF COLLEGES,Greater Noida,"communication, teamwork, problem solving",8.67
systems engineer india sales,Dell Technologies,Mumbai,aws,9.4
interior designer execution,Vaishnavi Builders & Developers,Bengaluru,"communication, teamwork, problem solving",8.88
finance lead,Webcruitment,Mumbai,"financial analysis, accounting, budgeting",6.9
senior support engineer,SAP,Bengaluru,"communication, teamwork, problem solving",11.66
marketing executive from optical fiber cable ofc industry,Seamus Management Services LLP,Delhi,"digital marketing, seo, social media marketing",6.39
sales manager delhi,Experian,Delhi,excel,6.81
front end development internship,Guitaa,Jaipur,excel,5.91
system administrator 2 it,Oracle,Hyderabad,"sql, excel",6.46
cloud developer ii,Honeywell,Bengaluru,"sql, azure",11.5
sales manager,Bhushan Parmaceutical Pvt.Lmt,Delhi,"sales, negotiation, customer relationship",7.81
software engineering full stack developer,"JPMorgan Chase Bank, N.A.",Mumbai,"python, excel, aws",9.4
senior it security,GAIN Credit,Chennai,"communication, teamwork, problem solving",11.32
head marketing sales,Aspire Circle,Delhi,"sales, negotiation, customer relationship",11.2
health placements,Talent Discoveri,India,excel,5.68
civil engineer,Vertrock india limited,Patna,excel,10.66
sales officer,NVK'S INFOTECH CONSULTANCY,Hubli,"sales, negotiation, customer relationship",9.77
seo manager,Safalta Education Pvt. Ltd.( Amar Ujala Edu tech venture),Noida,"leadership, communication, project management",6.06
php developer,Avi web solutions,Ahmedabad,"java, python, algorithms, data structures",5.24
site leader nike india technology center,Nike,Bengaluru,"communication, teamwork, problem solving",5.72
senior software developer net full stack azure logic apps,NEC Software Solutions (India),Mumbai,azure,8.68
marketing executive,Duskline Infrastructures Private Limited,Nagpur,"digital marketing, seo, social media marketing",5.47
developer iii software engineering,UST Global,Thiruvananthapuram,"sql, excel",10.9
fitter electrician commissioning 800 mw,Balaji Career Solution,Karnataka,"communication, teamwork, problem solving",7.82
business development manager health insurance,Bajaj Allianz General Insurance Company,Kanpur,"leadership, communication, project management",10.36
sales manager,Naman Staffing,Pune,"sales, negotiation, customer relationship",11.79
solution manager security,IBM,Mumbai,"excel, aws, azure",9.3
hr executive,VIPsWallet Pvt Ltd,Pune,excel,5.9
purchase officer,Wontel,Zirakpur,"communication, teamwork, problem solving",5.36
senior software engineer c xamarin 5 7 years,R Systems,Noida,"java, python, algorithms, data structures",6.8
executive mis analytics,Reliance Jio Infocomm Limited,Mumbai,sql,9.48
dot net developer,Aphelion Finance Pvt. Ltd.,Mulund,"sql, excel",5.98
accountant assistant,Ckhandicrafts,Jaipur,excel,11.42
management trainee international marketing marketing,Accure Labs,Noida,"digital marketing, seo, social media marketing",10.68
office administrator experience in warehouse,Calsoft,R T Nagar,"communication, teamwork, problem solving",9.8
solution architect performance testing,Ericsson,Pune,excel,9.05
microsoft net developer,Erdster Information Systems Private Limited,Coimbatore,"java, python, algorithms, data structures",8.24
territory head csd cpc,Bajaj Electricals,Begumpet,"communication, teamwork, problem solving",8.49
sr software developer,"CompuCom Systems, Inc.",Pune,"python, sql, aws, azure",6.87
audit and tax assistant,Bridgegate Advisory,Mumbai,"communication, teamwork, problem solving",9.22
hr assistant,Cognition Group,Kolkata,"recruitment, communication, hr management",6.69
scrum master e5 senior engineer i,Mobiquity,Ahmedabad,excel,5.3
data engineering specialist,Teradata,Pune,"python, sql, aws, azure, hadoop",5.94
marketing bp,Diageo,Bengaluru,excel,11.69
biology botany faculty,Avviare Educational Hub,Noida,"communication, teamwork, problem solving",10.92
customer service,Podium School,Mumbai,excel,7.05
ericsson sdn engineer,Ericsson,Bengaluru,"python, excel",7.01
analyst dbrief hyderabad,Deloitte,Hyderabad,"excel, aws",6.94
data engineer big data,IBM,Bengaluru,"python, sql, excel, azure, spark, hadoop",10.91
csv computer system validations application designer,Accenture,Bengaluru,"communication, teamwork, problem solving",10.66
accounts billing,Aim Jobs Hr Service,Ludhiana,"communication, teamwork, problem solving",11.72
node js developer,ARS,Bhopal,"java, python, algorithms, data structures",9.55
software development engineer,McAfee,Bengaluru,"sql, aws",10.78
global project manager for multichannel engagement web and data,Novo Nordisk,Bengaluru,"leadership, communication, project management",9.46
full stack developer reactjs nodejs,ThinkSys,Noida,"java, python, algorithms, data structures",9.35
atc design engineer,ALSTOM,Bengaluru,excel,5.43
technical architect job code ta,iamneo.ai,Coimbatore,"sql, aws",11.65
sr consultant,General Mills,Mumbai,"communication, teamwork, problem solving",7.23
senior software engineer cto shared services and cloud,HSBC,Pune,machine learning,6.1
staff nurse nurse assistant,RG Stone Urology Research Institute,Goa,"communication, teamwork, problem solving",8.04
assistant product manager insurance,NJ India Invest,Nashik,"leadership, communication, project management",7.41
automation tester,247 Global Recruit,Kochi,"communication, teamwork, problem solving",7.68
data science,IBM,Gurgaon,"python, sql, tableau, power bi, excel, aws, azure, spark",6.93
senior medical writer,Ciel,Bengaluru,"communication, teamwork, problem solving",5.02
customer service executive telecom network operations and maintenance,Tata Communications,Patna,"communication, teamwork, problem solving",11.38
business development sales internship,Eduonix Learning Solutions Private Limited,Mumbai,"sales, negotiation, customer relationship",7.89
manager accounts taxation real estate,VnU Consulting Services,Mumbai,"leadership, communication, project management",9.32
email support executive,SMART HR,Chennai,excel,8.98
technical product manager,Doodeo.com,Mumbai,excel,7.72
project manager,Oracle,Andhra Pradesh,excel,10.95
consultant endodontist,"THE DENTAL SPECIALISTS, BANJARA HILLS",Hyderabad,"communication, teamwork, problem solving",10.11
product owner sims next generation,Education Software Solutions,Pune,"communication, teamwork, problem solving",10.8
amazon verification work cce bpo call center,Singh Technoinfra Private Limited,Noida,"communication, teamwork, problem solving",9.41
senior java developer,FIS Global,Pune,"sql, excel",11.49
qc executive,Zero1 Tektronics LLP,Surat,"communication, teamwork, problem solving",5.14
lead utility m m,Tata consulting engineers,Kolkata,"communication, teamwork, problem solving",6.67
desktop support engineer,Lambiga Resource Management Pvt Ltd,Chennai,excel,8.67
applications support,"JPMorgan Chase Bank, N.A.",Bengaluru,"communication, teamwork, problem solving",6.28
lead mgr corporate actions,BNY Mellon,Pune,"communication, teamwork, problem solving",9.15
senior statistics analyst,Clarivate Analytics,Bengaluru,"excel, statistics",10.2
urgent requirement international sales 1year 20k mumbai,Talent Corner HR Services Private Limited,Mumbai,"sales, negotiation, customer relationship",7.93
front desk receptionist,Plasticon Technologies,Hyderabad,"communication, teamwork, problem solving",5.71
junior copywriter,The Go-To-Guy!!,Hyderabad,excel,9.3
devops architect pune,amdocs,Pune,"python, aws, azure",5.42
lead digital product owner,Infostretch Corporation,Pune,excel,11.65
zonal recruiter,bajajallianz,Bengaluru,excel,7.43
cb operations generic global jpmc,"JPMorgan Chase Bank, N.A.",Bengaluru,excel,11.37
full stack developer,nstHr ( Total Hr Solutions ),Mumbai,sql,9.71
kitchen stewarding assistant,Park Hyatt Chennai,Chennai,excel,11.66
male security guard,JeSu Solutions & OnSite Services,Chennai,"communication, teamwork, problem solving",11.89
2d game developer mysore,Talent Zone Consultants,Mysore,excel,9.19
engr ii data engineering,Verizon,Chennai,spark,6.56
client relationship executive,Omaram overseas exports,Thiruvananthapuram,"communication, teamwork, problem solving",5.62
trainee apprentice,Cyient,Warangal,excel,5.95
am cloud platform services cloud automation and integration,Diebold Nixdorf,Mumbai,"python, sql, excel, aws, azure",7.36
account manager sales,Procter & Gamble,Mumbai,"sales, negotiation, customer relationship",11.12
